plt96,col96,row96,plt384,col384,row384,plt1536,col1536,row1536,gene,eck,jw,comment,flag,flag.comment
1,1,A,1,1,1,1,1,1,hchA,ECK1963,JW1950,4_3,"",""
1,1,B,1,1,3,1,1,5,empty,empty,JW3122,1_1,"",""
1,1,C,1,1,5,1,1,9,ada,ECK2205,JW2201,4_3,"",""
1,1,D,1,1,7,1,1,13,adiY,ECK4109,JW4077,4_3,"",""
1,1,E,1,1,9,1,1,17,appY,ECK0556,JW0553,4_3,"",""
1,1,F,1,1,11,1,1,21,argR,ECK3226,JW3206,4_3,"",""
1,1,G,1,1,13,1,1,25,asnC,ECK3737,JW3721,4_3,"",""
1,1,H,1,1,15,1,1,29,betI,ECK0311,JW0305,4_3,"",""
1,2,A,1,3,1,1,5,1,bglG,ECK3716,JW3701,4_3,"",""
1,2,B,1,3,3,1,5,5,btuR,ECK1264,JW1262,4_3,"",""
1,2,C,1,3,5,1,5,9,cadC,ECK4127,JW4094,4_3,"",""
1,2,D,1,3,7,1,5,13,cbl,ECK1982,JW1966,4_3,"",""
1,2,E,1,3,9,1,5,17,chbR,ECK1733,JW1724,4_3,"",""
1,2,F,1,3,11,1,5,21,crp,ECK3345,JW5702,2_4,"",""
1,2,G,1,3,13,1,5,25,csgD,ECK1026,JW1023,4_3,"",""
1,2,H,1,3,15,1,5,29,cynR,ECK0335,JW5894,4_3,"",""
1,3,A,1,5,1,1,9,1,cytR,ECK3926,JW3905,4_3,"",""
1,3,B,1,5,3,1,9,5,deoR,ECK0830,JW0824,4_3,"",""
1,3,C,1,5,5,1,9,9,dsdC,ECK2360,JW2361,4_3,"",""
1,3,D,1,5,7,1,9,13,ebgR,ECK3065,JW3046,4_3,"",""
1,3,E,1,5,9,1,9,17,envR,ECK3251,JW3232,4_3,"",""
1,3,F,1,5,11,1,9,21,envY,ECK0558,JW0555,4_3,"",""
1,3,G,1,5,13,1,9,25,fadR,ECK1175,JW1176,4_3,"",""
1,3,H,1,5,15,1,9,29,fis,ECK3248,JW3229,4_3,"",""
1,4,A,1,7,1,1,13,1,fnr,ECK1330,JW1328,4_3,"",""
1,4,B,1,7,3,1,13,5,fucR,ECK2800,JW2776,4_3,"",""
1,4,C,1,7,5,1,13,9,galR,ECK2835,JW2805,4_3,"",""
1,4,D,1,7,7,1,13,13,galS,ECK2144,JW2138,5_0,"",""
1,4,E,1,7,9,1,13,17,empty,empty,JW2071,1_1,"",""
1,4,F,1,7,11,1,13,21,ihfB,ECK0903,JW0895,4_3,"",""
1,4,G,1,7,13,1,13,25,empty,empty,empty,4_3,wrong clone,"wrong clone, was: ___ECK1232___JW1225___hns"
1,4,H,1,7,15,1,13,29,hupA,ECK3992,JW3964,4_3,"",""
1,5,A,1,9,1,1,17,1,hupB,ECK0434,JW0430,4_3,"",""
1,5,B,1,9,3,1,17,5,argP,ECK2912,JW2883,4_3,"",""
1,5,C,1,9,5,1,17,9,idnR,ECK4257,JW4221,4_3,"",""
1,5,D,1,9,7,1,17,13,ilvY,ECK3765,JW3746,4_3,"",""
1,5,E,1,9,9,1,17,17,leuO,ECK0078,JW0075,4_3,"",""
1,5,F,1,9,11,1,17,21,lrp,ECK0880,JW0872,4_3,"",""
1,5,G,1,9,13,1,17,25,lysR,ECK2837,JW2807,4_3,"",""
1,5,H,1,9,15,1,17,29,malI,ECK1615,JW1612,4_3,"",""
1,6,A,1,11,1,1,21,1,empty,empty,JW1524,1_1,"",""
1,6,B,1,11,3,1,21,5,empty,empty,JW1523,1_1,"",""
1,6,C,1,11,5,1,21,9,melR,ECK4111,JW4079,4_3,"",""
1,6,D,1,11,7,1,21,13,metJ,ECK3930,JW3909,4_3,"",""
1,6,E,1,11,9,1,21,17,metR,ECK3822,JW3804,4_3,"",""
1,6,F,1,11,11,1,21,21,mhpR,ECK0343,JW0337,4_3,"",""
1,6,G,1,11,13,1,21,25,nac,ECK1983,JW1967,4_3,"",""
1,6,H,1,11,15,1,21,29,empty,empty,JW4353,1_1,"",""
1,7,A,1,13,1,1,25,1,nagC,ECK0664,JW0662,4_3,"",""
1,7,B,1,13,3,1,25,5,nanR,ECK3215,JW3195,4_1,"",""
1,7,C,1,13,5,1,25,9,nhaR,ECK0021,JW0019,4_3,"",""
1,7,D,1,13,7,1,25,13,pdhR,ECK0112,JW0109,4_3,"",""
1,7,E,1,13,9,1,25,17,perR,ECK0256,JW0244,4_3,"",""
1,7,F,1,13,11,1,25,21,phnF,ECK4095,JW4063,4_3,"",""
1,7,G,1,13,13,1,25,25,empty,empty,JW3736,1_1,"",""
1,7,H,1,13,15,1,25,29,purR,ECK1654,JW1650,4_3,"",""
1,8,A,1,15,1,1,29,1,rhaR,ECK3899,JW3877,4_3,"",""
1,8,B,1,15,3,1,29,5,empty,empty,JW1634,1_1,"",""
1,8,C,1,15,5,1,29,9,soxR,ECK4055,JW4024,4_3,"",""
1,8,D,1,15,7,1,29,13,soxS,ECK4054,JW4023,4_3,"",""
1,8,E,1,15,9,1,29,17,stpA,ECK2663,JW2644,4_3,"",""
1,8,F,1,15,11,1,29,21,tdcA,ECK3107,JW3089,4_3,"",""
1,8,G,1,15,13,1,29,25,treR,ECK4236,JW4200,4_3,"",""
1,8,H,1,15,15,1,29,29,trpR,ECK4385,JW4356,4_3,"",""
1,9,A,1,17,1,1,33,1,tyrR,ECK1319,JW1316,4_3,"",""
1,9,B,1,17,3,1,33,5,uidR,ECK1613,JW1610,4_3,"",""
1,9,C,1,17,5,1,33,9,uxuR,ECK4315,JW4287,4_3,"",""
1,9,D,1,17,7,1,33,13,xapR,ECK2399,JW2396,4_3,"",""
1,9,E,1,17,9,1,33,17,zntR,ECK3279,JW3254,4_3,"",""
1,9,F,1,17,11,1,33,21,yafC,ECK0208,JW0198,4_3,"",""
1,9,G,1,17,13,1,33,25,ybdO,ECK0597,JW0596,4_3,"",""
1,9,H,1,17,15,1,33,29,ybeF,ECK0622,JW0624,4_3,"",""
1,10,A,1,19,1,1,37,1,rcsC,ECK2211,JW5917,1_1,"",""
1,10,B,1,19,3,1,37,5,empty,empty,JW2977,1_1,"",""
1,10,C,1,19,5,1,37,9,fruR,ECK0081,JW0078,4_3,"",""
1,10,D,1,19,7,1,37,13,ihfA,ECK1710,JW1702,4_3,"",""
1,10,E,1,19,9,1,37,17,rbsR,ECK3747,JW3732,4_3,"",""
1,10,F,1,19,11,1,37,21,sdiA,ECK1915,JW1901,4_3,"",""
1,10,G,1,19,13,1,37,25,srlR,ECK2702,JW2676,4_3,"",""
1,10,H,1,19,15,1,37,29,talB,ECK0008,JW0007,4_3,"",""
1,11,A,1,21,1,1,41,1,aceF,ECK0114,JW0111,4_3,"",""
1,11,B,1,21,3,1,41,5,acnB,ECK0117,JW0114,4_3,"",""
1,11,C,1,21,5,1,41,9,prpC,ECK0330,JW0324,4_3,"",""
1,11,D,1,21,7,1,41,13,cyoD,ECK0423,JW0419,4_3,"",""
1,11,E,1,21,9,1,41,17,cyoC,ECK0424,JW0420,4_3,"",""
1,11,F,1,21,11,1,41,21,cyoB,ECK0425,JW0421,4_3,"",""
1,11,G,1,21,13,1,41,25,cyoA,ECK0426,JW0422,4_3,"",""
1,11,H,1,21,15,1,41,29,fdrA,ECK0511,JW0506,4_3,"",""
1,12,A,1,23,1,1,45,1,sdhC,ECK0710,JW0711,4_3,"",""
1,12,B,1,23,3,1,45,5,empty,empty,empty,4_3,wrong clone,"wrong clone, was: ___ECK0711___JW0712___sdhD"
1,12,C,1,23,5,1,45,9,sdhA,ECK0712,JW0713,4_3,"",""
1,12,D,1,23,7,1,45,13,sdhB,ECK0713,JW0714,4_3,"",""
1,12,E,1,23,9,1,45,17,empty,empty,empty,5_0,wrong clone,"wrong clone, was: ___ECK0714___JW0715___sucA"
1,12,F,1,23,11,1,45,21,sucB,ECK0715,JW0716,4_3,"",""
1,12,G,1,23,13,1,45,25,sucC,ECK0716,JW0717,4_3,"",""
1,12,H,1,23,15,1,45,29,galM,ECK0745,JW0739,4_3,"",""
10,1,A,4,1,1,1,2,2,pqqL,ECK1488,JW1489,4_3,"",""
10,1,B,4,1,3,1,2,6,sppA,ECK1764,JW1755,5_0,"",""
10,1,C,4,1,5,1,2,10,htpX,ECK1828,JW1818,4_3,"",""
10,1,D,4,1,7,1,2,14,prc,ECK1829,JW1819,4_1,"",""
10,1,E,4,1,9,1,2,18,ptrB,ECK1846,JW1834,4_3,"",""
10,1,F,4,1,11,1,2,22,empty,empty,JW1992,1_1,"",""
10,1,G,4,1,13,1,2,26,hisH,ECK2018,JW2005,4_3,"",""
10,1,H,4,1,15,1,2,30,yegQ,ECK2077,JW2066,4_3,"",""
10,2,A,4,3,1,1,6,2,empty,empty,JW2321,1_1,"",""
10,2,B,4,3,3,1,6,6,mepA,ECK2322,JW2325,4_3,"",""
10,2,C,4,3,5,1,6,10,ypdF,ECK2381,JW2382,4_3,"",""
10,2,D,4,3,7,1,6,14,hyfR,ECK2487,JW2476,4_3,"",""
10,2,E,4,3,9,1,6,18,pepB,ECK2520,JW2507,4_3,"",""
10,2,F,4,3,11,1,6,22,recA,ECK2694,JW2669,4_3,"",""
10,2,G,4,3,13,1,6,26,hycH,ECK2713,JW2688,4_3,"",""
10,2,H,4,3,15,1,6,30,hycI,ECK2712,JW2687,4_3,"",""
10,3,A,4,5,1,1,10,2,nlpD,ECK2737,JW2712,4_3,"",""
10,3,B,4,5,3,1,10,6,iap,ECK2748,JW2723,4_3,"",""
10,3,C,4,5,5,1,10,10,ptr,ECK2817,JW2789,4_3,"",""
10,3,D,4,5,7,1,10,14,ygeY,ECK2868,JW2840,4_3,"",""
10,3,E,4,5,9,1,10,18,yggG,ECK2931,JW2903,4_3,"",""
10,3,F,4,5,11,1,10,22,sprT,ECK2939,JW2911,4_3,"",""
10,3,G,4,5,13,1,10,26,pppA,ECK2967,JW2939,4_3,"",""
10,3,H,4,5,15,1,10,30,hybD,ECK2987,JW2961,4_3,"",""
10,4,A,4,7,1,1,14,2,agaR,ECK3119,JW3100,4_3,"",""
10,4,B,4,7,3,1,14,6,sohA,ECK3117,JW3098,4_3,"",""
10,4,C,4,7,5,1,14,10,yhbU,ECK3146,JW3127,4_3,"",""
10,4,D,4,7,7,1,14,14,dacB,ECK3171,JW3149,4_3,"",""
10,4,E,4,7,9,1,14,18,degQ,ECK3223,JW3203,4_3,"",""
10,4,F,4,7,11,1,14,22,empty,empty,JW3214,1_1,"",""
10,4,G,4,7,13,1,14,26,argC,ECK3949,JW3930,4_3,"",""
10,4,H,4,7,15,1,14,30,hslU,ECK3923,JW3902,4_3,"",""
10,5,A,4,9,1,1,18,2,hslV,ECK3924,JW3903,4_3,"",""
10,5,B,4,9,3,1,18,6,frvX,ECK3891,JW3869,4_3,"",""
10,5,C,4,9,5,1,18,10,pepQ,ECK3839,JW3823,4_3,"",""
10,5,D,4,9,7,1,18,14,empty,empty,JW3824,1_1,"",""
10,5,E,4,9,9,1,18,18,yifK,ECK3788,JW5595,4_3,"",""
10,5,F,4,9,11,1,18,22,dgoK,ECK3686,JW3670,4_3,"",""
10,5,G,4,9,13,1,18,26,empty,empty,JW3588,1_1,"",""
10,5,H,4,9,15,1,18,30,bcsE,ECK3521,JW3504,4_3,"",""
10,6,A,4,11,1,1,22,2,yhjJ,ECK3512,JW3495,4_3,"",""
10,6,B,4,11,3,1,22,6,prlC,ECK3483,JW3465,4_3,"",""
10,6,C,4,11,5,1,22,10,zntA,ECK3453,JW3434,4_3,"",""
10,6,D,4,11,7,1,22,14,ggt,ECK3431,JW3412,4_3,"",""
10,6,E,4,11,9,1,22,18,mrcA,ECK3383,JW3359,4_3,"",""
10,6,F,4,11,11,1,22,22,gspO,ECK3322,JW3297,4_3,"",""
10,6,G,4,11,13,1,22,26,pepE,ECK4013,JW3981,4_3,"",""
10,6,H,4,11,15,1,22,30,hflX,ECK4169,JW4131,4_3,"",""
10,7,A,4,13,1,1,26,2,hflK,ECK4170,JW4132,4_3,"",""
10,7,B,4,13,3,1,26,6,hflC,ECK4171,JW4133,4_3,"",""
10,7,C,4,13,5,1,26,10,pepA,ECK4253,JW4217,4_3,"",""
10,7,D,4,13,7,1,26,14,empty,empty,JW4267,1_1,"",""
10,7,E,4,13,9,1,26,18,iadA,ECK4319,JW4291,4_3,"",""
10,7,F,4,13,11,1,26,22,radA,ECK4381,JW4352,4_3,"",""
10,7,G,4,13,13,1,26,26,yeiL,ECK2156,JW2150,4_3,"",""
10,7,H,4,13,15,1,26,30,yeiN,ECK2158,JW2152,4_3,"",""
10,8,A,4,15,1,1,30,2,yejG,ECK2175,JW2169,2_3,"",""
10,8,B,4,15,3,1,30,6,yfaP,ECK2218,JW2219,4_3,"",""
10,8,C,4,15,5,1,30,10,yfaQ,ECK2219,JW2220,4_3,"",""
10,8,D,4,15,7,1,30,14,yfaS,ECK2220,JW2221,1_1,"",""
10,8,E,4,15,9,1,30,18,yfaS,ECK2220,JW2222,1_2,"",""
10,8,F,4,15,11,1,30,22,yfaT,ECK2221,JW2223,4_3,"",""
10,8,G,4,15,13,1,30,26,yfaA,ECK2222,JW2224,4_3,"",""
10,8,H,4,15,15,1,30,30,yfaH,ECK2230,JW2232,4_3,"",""
10,9,A,4,17,1,1,34,2,yfaD,ECK2236,JW2238,4_3,"",""
10,9,B,4,17,3,1,34,6,ypaA,ECK2237,JW5964,4_3,"",""
10,9,C,4,17,5,1,34,10,yfaU,ECK2238,JW2239,4_3,"",""
10,9,D,4,17,7,1,34,14,empty,empty,JW2244,1_1,"",""
10,9,E,4,17,9,1,34,18,yfbH,ECK2249,JW2250,4_3,"",""
10,9,F,4,17,11,1,34,22,yfbW,ECK2251,JW2252,4_3,"",""
10,9,G,4,17,13,1,34,26,empty,empty,JW2253,1_1,"",""
10,9,H,4,17,15,1,34,30,yfbM,ECK2266,JW2267,4_3,"",""
10,10,A,4,19,1,1,38,2,yfbP,ECK2269,JW2270,4_3,"",""
10,10,B,4,19,3,1,38,6,yfbR,ECK2285,JW2288,4_3,"",""
10,10,C,4,19,5,1,38,10,yfcD,ECK2293,JW2296,4_3,"",""
10,10,D,4,19,7,1,38,14,yfcI,ECK2299,JW2302,4_3,"",""
10,10,E,4,19,9,1,38,18,yfcL,ECK2319,JW2322,4_3,"",""
10,10,F,4,19,11,1,38,22,yfcP,ECK2327,JW2330,4_3,"",""
10,10,G,4,19,13,1,38,26,yfcR,ECK2329,JW2332,4_3,"",""
10,10,H,4,19,15,1,38,30,yfdK,ECK2348,JW2350,4_3,"",""
10,11,A,4,21,1,1,42,2,yfdM,ECK2350,JW2352,4_3,"",""
10,11,B,4,21,3,1,42,6,yfdO,ECK2352,JW2355,4_3,"",""
10,11,C,4,21,5,1,42,10,yfdQ,ECK2354,JW2357,4_3,"",""
10,11,D,4,21,7,1,42,14,yfdR,ECK2355,JW2358,4_3,"",""
10,11,E,4,21,9,1,42,18,empty,empty,JW2360,1_1,"",""
10,11,F,4,21,11,1,42,22,yfdX,ECK2371,JW2372,4_3,"",""
10,11,G,4,21,13,1,42,26,ypeC,ECK2386,JW2387,4_3,"",""
10,11,H,4,21,15,1,42,30,yfeC,ECK2392,JW2393,4_3,"",""
10,12,A,4,23,1,1,46,2,yfeD,ECK2393,JW2394,4_3,"",""
10,12,B,4,23,3,1,46,6,yfeK,ECK2414,JW2412,4_3,"",""
10,12,C,4,23,5,1,46,10,yfeY,ECK2427,JW2425,4_3,"",""
10,12,D,4,23,7,1,46,14,yfeZ,ECK2428,JW2426,4_3,"",""
10,12,E,4,23,9,1,46,18,eutL,ECK2434,JW2432,4_3,"",""
10,12,F,4,23,11,1,46,22,eutA,ECK2446,JW2435,4_3,"",""
10,12,G,4,23,13,1,46,26,eutT,ECK2454,JW2443,4_3,"",""
10,12,H,4,23,15,1,46,30,eutQ,ECK2455,JW2444,4_3,"",""
11,1,A,3,2,1,1,3,2,eutP,ECK2456,JW2445,4_3,"",""
11,1,B,3,2,3,1,3,6,ypfE,ECK2457,JW2446,4_3,"",""
11,1,C,3,2,5,1,3,10,ypfG,ECK2461,JW2450,4_3,"",""
11,1,D,3,2,7,1,3,14,ypfN,ECK2468,JW2457,4_3,"",""
11,1,E,3,2,9,1,3,18,empty,empty,JW2458,1_1,"",""
11,1,F,3,2,11,1,3,22,yfhM,ECK2516,JW2504,4_3,"",""
11,1,G,3,2,13,1,3,26,hcaT,ECK2533,JW2520,4_3,"",""
11,1,H,3,2,15,1,3,30,yfhG,ECK2552,JW2539,2_3,"",""
11,2,A,3,4,1,1,7,2,empty,empty,JW2544,1_1,"",""
11,2,B,3,4,3,1,7,6,empty,empty,JW2567,1_1,"",""
11,2,C,3,4,5,1,7,10,yfiM,ECK2584,JW2570,4_3,"",""
11,2,D,3,4,7,1,7,14,empty,empty,JW2583,1_1,"",""
11,2,E,3,4,9,1,7,18,yfiR,ECK2600,JW2584,4_3,"",""
11,2,F,3,4,11,1,7,22,yfjG,ECK2615,JW2600,4_3,"",""
11,2,G,3,4,13,1,7,26,yfjH,ECK2619,JW2603,4_3,"",""
11,2,H,3,4,15,1,7,30,yfjI,ECK2621,JW2605,4_3,"",""
11,3,A,3,6,1,1,11,2,yfjK,ECK2623,JW2608,4_3,"",""
11,3,B,3,6,3,1,11,6,yfjL,ECK2624,JW2609,4_3,"",""
11,3,C,3,6,5,1,11,10,yfjM,ECK2625,JW2610,4_3,"",""
11,3,D,3,6,7,1,11,14,yfjN,ECK2626,JW2611,4_3,"",""
11,3,E,3,6,9,1,11,18,empty,empty,JW2612,1_1,"",""
11,3,F,3,6,11,1,11,22,yfjQ,ECK2629,JW2614,4_3,"",""
11,3,G,3,6,13,1,11,26,yfjW,ECK2638,JW2623,4_3,"",""
11,3,H,3,6,15,1,11,30,empty,empty,JW2623.5,1_1,"",""
11,4,A,3,8,1,1,15,2,yfjX,ECK2639,JW2624,4_3,"",""
11,4,B,3,8,3,1,15,6,ypjF,ECK2643,JW2627,4_3,"",""
11,4,C,3,8,5,1,15,10,ygaR,ECK2650,JW2631,4_3,"",""
11,4,D,3,8,7,1,15,14,empty,empty,JW2634,1_1,"",""
11,4,E,3,8,9,1,15,18,ygaW,ECK2664,JW2645,4_3,"",""
11,4,F,3,8,11,1,15,22,ygaC,ECK2665,JW2646,4_3,"",""
11,4,G,3,8,13,1,15,26,ygaM,ECK2666,JW2647,4_3,"",""
11,4,H,3,8,15,1,15,30,ygaH,ECK2677,JW2658,4_3,"",""
11,5,A,3,10,1,1,19,2,ygbA,ECK2727,JW2702,4_3,"",""
11,5,B,3,10,3,1,19,6,ygbE,ECK2744,JW2719,4_3,"",""
11,5,C,3,10,5,1,19,10,empty,empty,JW2724,1_1,"",""
11,5,D,3,10,7,1,19,14,ygbT,ECK2750,JW2725,4_3,"",""
11,5,E,3,10,9,1,19,18,ygcH,ECK2751,JW2726,4_3,"",""
11,5,F,3,10,11,1,19,22,empty,empty,JW2727,1_1,"",""
11,5,G,3,10,13,1,19,26,ydfR,ECK1549,JW1547,4_3,"",""
11,5,H,3,10,15,1,19,30,ydfU,ECK1554,JW5909,4_3,"",""
11,6,A,3,12,1,1,23,2,ydfX,ECK1562,JW1560,4_3,"",""
11,6,B,3,12,3,1,23,6,ydfA,ECK1565,JW1563,4_3,"",""
11,6,C,3,12,5,1,23,10,ydfC,ECK1567,JW1565,4_3,"",""
11,6,D,3,12,7,1,23,14,ydfD,ECK1570,JW1567,4_3,"",""
11,6,E,3,12,9,1,23,18,ynfB,ECK1578,JW1575,4_3,"",""
11,6,F,3,12,11,1,23,22,empty,empty,JW1577,1_1,"",""
11,6,G,3,12,13,1,23,26,ydgD,ECK1593,JW1590,4_3,"",""
11,6,H,3,12,15,1,23,30,ydgH,ECK1599,JW1596,5_0,"",""
11,7,A,3,14,1,1,27,2,ydgC,ECK1602,JW1599,4_3,"",""
11,7,B,3,14,3,1,27,6,ydgT,ECK1621,JW1617,4_3,"",""
11,7,C,3,14,5,1,27,10,ydgK,ECK1622,JW1618,4_3,"",""
11,7,D,3,14,7,1,27,14,ydhA,ECK1635,JW1631,4_3,"",""
11,7,E,3,14,9,1,27,18,ydhK,ECK1641,JW1637,4_3,"",""
11,7,F,3,14,11,1,27,22,empty,empty,JW1640,1_1,"",""
11,7,G,3,14,13,1,27,26,ydhR,ECK1663,JW1657,4_3,"",""
11,7,H,3,14,15,1,27,30,ydhS,ECK1664,JW1658,4_3,"",""
11,8,A,3,16,1,1,31,2,ydhT,ECK1665,JW1659,4_3,"",""
11,8,B,3,16,3,1,31,6,ydhW,ECK1668,JW1662,4_3,"",""
11,8,C,3,16,5,1,31,10,ydiH,ECK1682,JW1675,4_3,"",""
11,8,D,3,16,7,1,31,14,ydiE,ECK1703,JW1695,4_3,"",""
11,8,E,3,16,9,1,31,18,ydiV,ECK1705,JW1697,4_3,"",""
11,8,F,3,16,11,1,31,22,ydiY,ECK1720,JW1711,4_3,"",""
11,8,G,3,16,13,1,31,26,yniB,ECK1724,JW1715,4_3,"",""
11,8,H,3,16,15,1,31,30,chbG,ECK1731,JW1722,4_3,"",""
11,9,A,3,18,1,1,35,2,empty,empty,JW1743,1_1,"",""
11,9,B,3,18,3,1,35,6,ynjH,ECK1758,JW1749,2_3,"",""
11,9,C,3,18,5,1,35,10,empty,empty,JW1751,1_1,"",""
11,9,D,3,18,7,1,35,14,yeaC,ECK1775,JW1766,2_4,"",""
11,9,E,3,18,9,1,35,18,yeaK,ECK1785,JW1776,2_3,"",""
11,9,F,3,18,11,1,35,22,yoaF,ECK1791,JW1782,2_3,"",""
11,9,G,3,18,13,1,35,26,yoaG,ECK1794,JW1785,2_3,"",""
11,9,H,3,18,15,1,35,30,yeaR,ECK1795,JW1786,2_3,"",""
11,10,A,3,20,1,1,39,2,yoaH,ECK1809,JW1800,4_3,"",""
11,10,B,3,20,3,1,39,6,yobD,ECK1818,JW1809,4_3,"",""
11,10,C,3,20,5,1,39,10,yebO,ECK1823,JW1814,4_3,"",""
11,10,D,3,20,7,1,39,14,empty,empty,JW1825,1_1,"",""
11,10,E,3,20,9,1,39,18,empty,empty,JW1826,1_1,"",""
11,10,F,3,20,11,1,39,22,yebY,ECK1840,JW1828,4_3,"",""
11,10,G,3,20,13,1,39,26,yebZ,ECK1841,JW1829,4_3,"",""
11,10,H,3,20,15,1,39,30,yobB,ECK1844,JW1832,4_3,"",""
11,11,A,3,22,1,1,43,2,yebE,ECK1847,JW1835,4_3,"",""
11,11,B,3,22,3,1,43,6,yebG,ECK1849,JW1837,4_3,"",""
11,11,C,3,22,5,1,43,10,empty,empty,JW1851,1_1,"",""
11,11,D,3,22,7,1,43,14,yecE,ECK1869,JW1857,4_3,"",""
11,11,E,3,22,9,1,43,18,empty,empty,JW1858,1_1,"",""
11,11,F,3,22,11,1,43,22,empty,empty,JW1864,1_1,"",""
11,11,G,3,22,13,1,43,26,yecJ,ECK1901,JW1891,4_3,"",""
11,11,H,3,22,15,1,43,30,yecR,ECK1903,JW1892,4_3,"",""
11,12,A,3,24,1,1,47,2,yecH,ECK1905,JW1894,4_3,"",""
11,12,B,3,24,3,1,47,6,yecF,ECK1914,JW1900,4_3,"",""
11,12,C,3,24,5,1,47,10,yedD,ECK1927,JW1913,4_3,"",""
11,12,D,3,24,7,1,47,14,yedE,ECK1928,JW1914,4_3,"",""
11,12,E,3,24,9,1,47,18,empty,empty,JW1937,1_1,"",""
11,12,F,3,24,11,1,47,22,yodC,ECK1955,JW1940,4_3,"",""
11,12,G,3,24,13,1,47,26,yedR,ECK1961,JW1946,4_3,"",""
11,12,H,3,24,15,1,47,30,yeeW,ECK1999,JW1988,2_3,"",""
12,1,A,4,2,1,1,4,2,eutP,ECK2456,JW2445,4_3,"",""
12,1,B,4,2,3,1,4,6,ypfE,ECK2457,JW2446,4_3,"",""
12,1,C,4,2,5,1,4,10,ypfG,ECK2461,JW2450,4_3,"",""
12,1,D,4,2,7,1,4,14,ypfN,ECK2468,JW2457,4_3,"",""
12,1,E,4,2,9,1,4,18,empty,empty,JW2458,1_1,"",""
12,1,F,4,2,11,1,4,22,yfhM,ECK2516,JW2504,4_3,"",""
12,1,G,4,2,13,1,4,26,hcaT,ECK2533,JW2520,4_3,"",""
12,1,H,4,2,15,1,4,30,yfhG,ECK2552,JW2539,5_0,"",""
12,2,A,4,4,1,1,8,2,empty,empty,JW2544,1_1,"",""
12,2,B,4,4,3,1,8,6,empty,empty,JW2567,1_1,"",""
12,2,C,4,4,5,1,8,10,yfiM,ECK2584,JW2570,4_3,"",""
12,2,D,4,4,7,1,8,14,empty,empty,JW2583,1_1,"",""
12,2,E,4,4,9,1,8,18,yfiR,ECK2600,JW2584,4_3,"",""
12,2,F,4,4,11,1,8,22,yfjG,ECK2615,JW2600,4_3,"",""
12,2,G,4,4,13,1,8,26,yfjH,ECK2619,JW2603,4_3,"",""
12,2,H,4,4,15,1,8,30,yfjI,ECK2621,JW2605,4_3,"",""
12,3,A,4,6,1,1,12,2,yfjK,ECK2623,JW2608,4_3,"",""
12,3,B,4,6,3,1,12,6,yfjL,ECK2624,JW2609,4_3,"",""
12,3,C,4,6,5,1,12,10,yfjM,ECK2625,JW2610,4_3,"",""
12,3,D,4,6,7,1,12,14,yfjN,ECK2626,JW2611,4_3,"",""
12,3,E,4,6,9,1,12,18,empty,empty,JW2612,1_1,"",""
12,3,F,4,6,11,1,12,22,yfjQ,ECK2629,JW2614,4_3,"",""
12,3,G,4,6,13,1,12,26,yfjW,ECK2638,JW2623,4_3,"",""
12,3,H,4,6,15,1,12,30,empty,empty,JW2623.5,1_1,"",""
12,4,A,4,8,1,1,16,2,yfjX,ECK2639,JW2624,4_3,"",""
12,4,B,4,8,3,1,16,6,ypjF,ECK2643,JW2627,4_3,"",""
12,4,C,4,8,5,1,16,10,ygaR,ECK2650,JW2631,4_3,"",""
12,4,D,4,8,7,1,16,14,empty,empty,JW2634,1_1,"",""
12,4,E,4,8,9,1,16,18,ygaW,ECK2664,JW2645,4_3,"",""
12,4,F,4,8,11,1,16,22,ygaC,ECK2665,JW2646,4_3,"",""
12,4,G,4,8,13,1,16,26,ygaM,ECK2666,JW2647,4_3,"",""
12,4,H,4,8,15,1,16,30,ygaH,ECK2677,JW2658,4_3,"",""
12,5,A,4,10,1,1,20,2,ygbA,ECK2727,JW2702,4_3,"",""
12,5,B,4,10,3,1,20,6,ygbE,ECK2744,JW2719,4_3,"",""
12,5,C,4,10,5,1,20,10,empty,empty,JW2724,1_1,"",""
12,5,D,4,10,7,1,20,14,ygbT,ECK2750,JW2725,4_3,"",""
12,5,E,4,10,9,1,20,18,ygcH,ECK2751,JW2726,4_3,"",""
12,5,F,4,10,11,1,20,22,empty,empty,JW2727,1_1,"",""
12,5,G,4,10,13,1,20,26,ydfR,ECK1549,JW1547,4_3,"",""
12,5,H,4,10,15,1,20,30,ydfU,ECK1554,JW5909,4_3,"",""
12,6,A,4,12,1,1,24,2,ydfX,ECK1562,JW1560,4_3,"",""
12,6,B,4,12,3,1,24,6,ydfA,ECK1565,JW1563,4_3,"",""
12,6,C,4,12,5,1,24,10,ydfC,ECK1567,JW1565,4_3,"",""
12,6,D,4,12,7,1,24,14,ydfD,ECK1570,JW1567,4_3,"",""
12,6,E,4,12,9,1,24,18,ynfB,ECK1578,JW1575,4_3,"",""
12,6,F,4,12,11,1,24,22,empty,empty,JW1577,1_1,"",""
12,6,G,4,12,13,1,24,26,ydgD,ECK1593,JW1590,4_3,"",""
12,6,H,4,12,15,1,24,30,ydgH,ECK1599,JW1596,4_3,"",""
12,7,A,4,14,1,1,28,2,ydgC,ECK1602,JW1599,4_3,"",""
12,7,B,4,14,3,1,28,6,ydgT,ECK1621,JW1617,4_3,"",""
12,7,C,4,14,5,1,28,10,ydgK,ECK1622,JW1618,4_3,"",""
