plt96,col96,row96,plt384,col384,row384,plt1536,col1536,row1536,gene,eck,jw,comment,flag,flag.comment
55,5,B,13,10,4,4,19,7,sapB,ECK1288,JW1286,4_3,"",""
55,5,C,13,10,6,4,19,11,sapA,ECK1289,JW1287,4_3,"",""
55,5,D,13,10,8,4,19,15,ycjO,ECK1306,JW1304,4_3,"",""
55,5,E,13,10,10,4,19,19,ycjP,ECK1307,JW1305,4_3,"",""
55,5,F,13,10,12,4,19,23,ycjV,ECK1313,JW1311,4_3,"",""
55,5,G,13,10,14,4,19,27,trkG,ECK1362,JW1358,4_3,"",""
55,5,H,13,10,16,4,19,31,ydcT,ECK1435,JW1436,4_3,"",""
55,6,A,13,12,2,4,23,3,ydcV,ECK1437,JW1438,4_3,"",""
55,6,B,13,12,4,4,23,7,ddpF,ECK1477,JW1478,4_3,"",""
55,6,C,13,12,6,4,23,11,ddpD,ECK1478,JW1479,4_3,"",""
55,6,D,13,12,8,4,23,15,ddpC,ECK1479,JW1480,4_3,"",""
55,6,E,13,12,10,4,23,19,ddpB,ECK1480,JW1481,4_3,"",""
55,6,F,13,12,12,4,23,23,gadC,ECK1486,JW1487,4_3,"",""
55,6,G,13,12,14,4,23,27,yddB,ECK1489,JW1490,4_3,"",""
55,6,H,13,12,16,4,23,31,ego,ECK1506,JW1506,4_3,"",""
55,7,A,13,14,2,4,27,3,ydeA,ECK1521,JW1521,4_3,"",""
55,7,B,13,14,4,4,27,7,empty,empty,empty,4_3,wrong clone,"wrong clone, was: ___ECK1600___JW1597___ydgI"
55,7,C,13,14,6,4,27,11,empty,empty,empty,4_3,wrong clone,"wrong clone, was: ___ECK1616___JW1613___malX"
55,7,D,13,14,8,4,27,15,btuD,ECK1707,JW1699,4_3,"",""
55,7,E,13,14,10,4,27,19,btuE,ECK1708,JW1700,4_3,"",""
55,7,F,13,14,12,4,27,23,btuC,ECK1709,JW1701,4_3,"",""
55,7,G,13,14,14,4,27,27,ydjN,ECK1727,JW1718,4_3,"",""
55,7,H,13,14,16,4,27,31,chbA,ECK1734,JW1725,4_3,"",""
55,8,A,13,16,2,4,31,3,chbC,ECK1735,JW1726,4_3,"",""
55,8,B,13,16,4,4,31,7,chbB,ECK1736,JW1727,4_3,"",""
55,8,C,13,16,6,4,31,11,ydjE,ECK1767,JW1758,4_3,"",""
55,8,D,13,16,8,4,31,15,manX,ECK1815,JW1806,4_3,"",""
55,8,E,13,16,10,4,31,19,manZ,ECK1817,JW1808,4_3,"",""
55,8,F,13,16,12,4,31,23,empty,empty,JW1846,1_1,"",""
55,8,G,13,16,14,4,31,27,znuC,ECK1859,JW1847,2_3,"",""
55,8,H,13,16,16,4,31,31,znuB,ECK1860,JW1848,4_3,"",""
55,9,A,13,18,2,4,35,3,araG,ECK1898,JW1888,4_3,"",""
55,9,B,13,18,4,4,35,7,araF,ECK1899,JW1889,4_3,"",""
55,9,C,13,18,6,4,35,11,ftn,ECK1904,JW1893,4_3,"",""
55,9,D,13,18,8,4,35,15,tyrP,ECK1906,JW1895,4_3,"",""
55,9,E,13,18,10,4,35,19,yecS,ECK1917,JW1903,4_3,"",""
55,9,F,13,18,12,4,35,23,shiA,ECK1976,JW1962,4_3,"",""
55,9,G,13,18,14,4,35,27,gatC,ECK2085,JW2076,4_3,"",""
55,9,H,13,18,16,4,35,31,yegT,ECK2091,JW2085,4_3,"",""
55,10,A,13,20,2,4,39,3,yehX,ECK2122,JW2117,4_3,"",""
55,10,B,13,20,4,4,39,7,mglC,ECK2141,JW2135,4_3,"",""
55,10,C,13,20,6,4,39,11,mglA,ECK2142,JW2136,4_3,"",""
55,10,D,13,20,8,4,39,15,mglB,ECK2143,JW2137,4_3,"",""
55,10,E,13,20,10,4,39,19,lysP,ECK2149,JW2143,4_3,"",""
55,10,F,13,20,12,4,39,23,glvG,ECK3673,JW3658,4_3,"",""
55,10,G,13,20,14,4,39,27,glvB,ECK3674,JW3659,4_3,"",""
55,10,H,13,20,16,4,39,31,bglF,ECK3715,JW3700,4_3,"",""
55,11,A,13,22,2,4,43,3,empty,empty,empty,4_3,wrong clone,"wrong clone, was: ___ECK3719___JW3704___pstA"
55,11,B,13,22,4,4,43,7,pstC,ECK3720,JW3705,4_3,"",""
55,11,C,13,22,6,4,43,11,pstS,ECK3721,JW3706,4_3,"",""
55,11,D,13,22,8,4,43,15,empty,empty,JW3727,1_1,"",""
55,11,E,13,22,10,4,43,19,rbsA,ECK3743,JW3728,4_3,"",""
55,11,F,13,22,12,4,43,23,rbsC,ECK3744,JW3729,4_3,"",""
55,11,G,13,22,14,4,43,27,corA,ECK3810,JW3789,4_3,"",""
55,11,H,13,22,16,4,43,31,rhaT,ECK3900,JW3878,4_3,"",""
55,12,A,13,24,2,4,47,3,sbp,ECK3909,JW3888,4_3,"",""
55,12,B,13,24,4,4,47,7,glpF,ECK3919,JW3898,4_3,"",""
55,12,C,13,24,6,4,47,11,frwC,ECK3940,JW3921,4_3,"",""
55,12,D,13,24,8,4,47,15,frwB,ECK3941,JW3922,4_3,"",""
55,12,E,13,24,10,4,47,19,frwD,ECK3944,JW3925,4_3,"",""
55,12,F,13,24,12,4,47,23,btuB,ECK3958,JW3938,3_0,"",""
55,12,G,13,24,14,4,47,27,xylE,ECK4023,JW3991,4_3,"",""
55,12,H,13,24,16,4,47,31,malG,ECK4024,JW3992,4_3,"",""
56,1,A,14,2,2,4,4,3,modE,ECK0750,JW0744,4_3,"",""
56,1,B,14,2,4,4,4,7,modB,ECK0753,JW0747,4_3,"",""
56,1,C,14,2,6,4,4,11,modC,ECK0754,JW0748,4_3,"",""
56,1,D,14,2,8,4,4,15,ybhL,ECK0775,JW0769,4_3,"",""
56,1,E,14,2,10,4,4,19,glnQ,ECK0798,JW0794,4_3,"",""
56,1,F,14,2,12,4,4,23,glnP,ECK0799,JW0795,4_3,"",""
56,1,G,14,2,14,4,4,27,glnH,ECK0800,JW0796,4_3,"",""
56,1,H,14,2,16,4,4,31,ybiT,ECK0810,JW0804,4_3,"",""
56,2,A,14,4,2,4,8,3,yliC,ECK0821,JW0815,4_3,"",""
56,2,B,14,4,4,4,8,7,cmr,ECK0832,JW0826,4_3,"",""
56,2,C,14,4,6,4,8,11,potF,ECK0845,JW0838,4_3,"",""
56,2,D,14,4,8,4,8,15,potI,ECK0848,JW0841,4_3,"",""
56,2,E,14,4,10,4,8,19,artM,ECK0852,JW0845,4_3,"",""
56,2,F,14,4,12,4,8,23,artQ,ECK0853,JW0846,4_3,"",""
56,2,G,14,4,14,4,8,27,artI,ECK0854,JW0847,4_3,"",""
56,2,H,14,4,16,4,8,31,artP,ECK0855,JW0848,4_3,"",""
56,3,A,14,6,2,4,12,3,focA,ECK0895,JW0887,4_3,"",""
56,3,B,14,6,4,4,12,7,ssuB,ECK0924,JW0916,4_3,"",""
56,3,C,14,6,6,4,12,11,uup,ECK0940,JW0932,2_3,"",""
56,3,D,14,6,8,4,12,15,yccA,ECK0961,JW0953,4_3,"",""
56,3,E,14,6,10,4,12,19,putP,ECK1006,JW1001,4_3,"",""
56,3,F,14,6,12,4,12,23,mdtG,ECK1038,JW1040,4_3,"",""
56,3,G,14,6,14,4,12,27,ptsG,ECK1087,JW1087,4_3,"",""
56,3,H,14,6,16,4,12,31,potD,ECK1109,JW1109,4_3,"",""
56,4,A,14,8,2,4,16,3,potC,ECK1110,JW1110,4_3,"",""
56,4,B,14,8,4,4,16,7,potA,ECK1112,JW1112,5_0,"",""
56,4,C,14,8,6,4,16,11,nhaB,ECK1174,JW1175,4_3,"",""
56,4,D,14,8,8,4,16,15,chaA,ECK1210,JW1207,4_3,"",""
56,4,E,14,8,10,4,16,19,chaB,ECK1211,JW1208,4_3,"",""
56,4,F,14,8,12,4,16,23,oppD,ECK1240,JW1238,4_3,"",""
56,4,G,14,8,14,4,16,27,kch,ECK1244,JW1242,4_3,"",""
56,4,H,14,8,16,4,16,31,sapD,ECK1286,JW1284,4_3,"",""
56,5,A,14,10,2,4,20,3,sapC,ECK1287,JW1285,5_0,"",""
56,5,B,14,10,4,4,20,7,sapB,ECK1288,JW1286,5_0,"",""
56,5,C,14,10,6,4,20,11,sapA,ECK1289,JW1287,4_3,"",""
56,5,D,14,10,8,4,20,15,ycjO,ECK1306,JW1304,4_3,"",""
56,5,E,14,10,10,4,20,19,ycjP,ECK1307,JW1305,4_3,"",""
56,5,F,14,10,12,4,20,23,ycjV,ECK1313,JW1311,4_3,"",""
56,5,G,14,10,14,4,20,27,trkG,ECK1362,JW1358,4_3,"",""
56,5,H,14,10,16,4,20,31,ydcT,ECK1435,JW1436,4_3,"",""
56,6,A,14,12,2,4,24,3,ydcV,ECK1437,JW1438,4_3,"",""
56,6,B,14,12,4,4,24,7,ddpF,ECK1477,JW1478,4_3,"",""
56,6,C,14,12,6,4,24,11,ddpD,ECK1478,JW1479,4_3,"",""
56,6,D,14,12,8,4,24,15,ddpC,ECK1479,JW1480,4_3,"",""
56,6,E,14,12,10,4,24,19,ddpB,ECK1480,JW1481,4_3,"",""
56,6,F,14,12,12,4,24,23,gadC,ECK1486,JW1487,4_3,"",""
56,6,G,14,12,14,4,24,27,yddB,ECK1489,JW1490,4_3,"",""
56,6,H,14,12,16,4,24,31,ego,ECK1506,JW1506,4_3,"",""
56,7,A,14,14,2,4,28,3,ydeA,ECK1521,JW1521,5_0,"",""
56,7,B,14,14,4,4,28,7,ydgI,ECK1600,JW1597,4_3,"",""
56,7,C,14,14,6,4,28,11,malX,ECK1616,JW1613,4_3,"",""
56,7,D,14,14,8,4,28,15,btuD,ECK1707,JW1699,4_3,"",""
56,7,E,14,14,10,4,28,19,btuE,ECK1708,JW1700,4_3,"",""
56,7,F,14,14,12,4,28,23,btuC,ECK1709,JW1701,4_3,"",""
56,7,G,14,14,14,4,28,27,ydjN,ECK1727,JW1718,5_0,"",""
56,7,H,14,14,16,4,28,31,chbA,ECK1734,JW1725,4_3,"",""
56,8,A,14,16,2,4,32,3,chbC,ECK1735,JW1726,4_3,"",""
56,8,B,14,16,4,4,32,7,chbB,ECK1736,JW1727,4_3,"",""
56,8,C,14,16,6,4,32,11,ydjE,ECK1767,JW1758,4_3,"",""
56,8,D,14,16,8,4,32,15,manX,ECK1815,JW1806,4_3,"",""
56,8,E,14,16,10,4,32,19,manZ,ECK1817,JW1808,4_3,"",""
56,8,F,14,16,12,4,32,23,empty,empty,JW1846,1_1,"",""
56,8,G,14,16,14,4,32,27,znuC,ECK1859,JW1847,2_3,"",""
56,8,H,14,16,16,4,32,31,znuB,ECK1860,JW1848,4_3,"",""
56,9,A,14,18,2,4,36,3,araG,ECK1898,JW1888,4_3,"",""
56,9,B,14,18,4,4,36,7,araF,ECK1899,JW1889,4_3,"",""
56,9,C,14,18,6,4,36,11,ftn,ECK1904,JW1893,4_3,"",""
56,9,D,14,18,8,4,36,15,tyrP,ECK1906,JW1895,4_3,"",""
56,9,E,14,18,10,4,36,19,yecS,ECK1917,JW1903,4_3,"",""
56,9,F,14,18,12,4,36,23,shiA,ECK1976,JW1962,5_0,"",""
56,9,G,14,18,14,4,36,27,gatC,ECK2085,JW2076,4_3,"",""
56,9,H,14,18,16,4,36,31,yegT,ECK2091,JW2085,4_3,"",""
56,10,A,14,20,2,4,40,3,yehX,ECK2122,JW2117,4_3,"",""
56,10,B,14,20,4,4,40,7,mglC,ECK2141,JW2135,4_3,"",""
56,10,C,14,20,6,4,40,11,mglA,ECK2142,JW2136,4_3,"",""
56,10,D,14,20,8,4,40,15,mglB,ECK2143,JW2137,4_3,"",""
56,10,E,14,20,10,4,40,19,lysP,ECK2149,JW2143,4_3,"",""
56,10,F,14,20,12,4,40,23,glvG,ECK3673,JW3658,4_3,"",""
56,10,G,14,20,14,4,40,27,glvB,ECK3674,JW3659,4_3,"",""
56,10,H,14,20,16,4,40,31,bglF,ECK3715,JW3700,4_3,"",""
56,11,A,14,22,2,4,44,3,pstA,ECK3719,JW3704,4_3,"",""
56,11,B,14,22,4,4,44,7,pstC,ECK3720,JW3705,4_3,"",""
56,11,C,14,22,6,4,44,11,pstS,ECK3721,JW3706,4_3,"",""
56,11,D,14,22,8,4,44,15,empty,empty,JW3727,1_1,"",""
56,11,E,14,22,10,4,44,19,rbsA,ECK3743,JW3728,4_3,"",""
56,11,F,14,22,12,4,44,23,rbsC,ECK3744,JW3729,4_3,"",""
56,11,G,14,22,14,4,44,27,corA,ECK3810,JW3789,4_3,"",""
56,11,H,14,22,16,4,44,31,rhaT,ECK3900,JW3878,4_3,"",""
56,12,A,14,24,2,4,48,3,sbp,ECK3909,JW3888,4_3,"",""
56,12,B,14,24,4,4,48,7,glpF,ECK3919,JW3898,4_3,"",""
56,12,C,14,24,6,4,48,11,frwC,ECK3940,JW3921,4_3,"",""
56,12,D,14,24,8,4,48,15,frwB,ECK3941,JW3922,4_3,"",""
56,12,E,14,24,10,4,48,19,frwD,ECK3944,JW3925,4_3,"",""
56,12,F,14,24,12,4,48,23,btuB,ECK3958,JW3938,3_0,"",""
56,12,G,14,24,14,4,48,27,xylE,ECK4023,JW3991,4_3,"",""
56,12,H,14,24,16,4,48,31,malG,ECK4024,JW3992,4_3,"",""
57,1,A,15,1,1,4,1,2,malF,ECK4025,JW3993,4_3,"",""
57,1,B,15,1,3,4,1,6,malE,ECK4026,JW3994,4_3,"",""
57,1,C,15,1,5,4,1,10,malK,ECK4027,JW3995,4_3,"",""
57,1,D,15,1,7,4,1,14,gltP,ECK4070,JW4038,4_3,"",""
57,1,E,15,1,9,4,1,18,alsC,ECK4079,JW4047,4_3,"",""
57,1,F,15,1,11,4,1,22,alsB,ECK4081,JW4049,4_3,"",""
57,1,G,15,1,13,4,1,26,phnD,ECK4098,JW4066,4_3,"",""
57,1,H,15,1,15,4,1,30,phnC,ECK4099,JW4067,5_0,"",""
57,2,A,15,3,1,4,5,2,proP,ECK4104,JW4072,4_3,"",""
57,2,B,15,3,3,4,5,6,melB,ECK4113,JW4081,4_3,"",""
57,2,C,15,3,5,4,5,10,dcuB,ECK4116,JW4084,4_3,"",""
57,2,D,15,3,7,4,5,14,cadB,ECK4126,JW4093,4_3,"",""
57,2,E,15,3,9,4,5,18,cycA,ECK4204,JW4166,4_3,"",""
57,2,F,15,3,11,4,5,22,ytfF,ECK4206,JW4168,4_3,"",""
57,2,G,15,3,13,4,5,26,treB,ECK4235,JW4199,4_3,"",""
57,2,H,15,3,15,4,5,30,mgtA,ECK4237,JW4201,4_3,"",""
57,3,A,15,5,1,4,9,2,fecE,ECK4277,JW4247,4_3,"",""
57,3,B,15,5,3,4,9,6,fecC,ECK4279,JW4249,4_3,"",""
57,3,C,15,5,5,4,9,10,fecA,ECK4281,JW4251,4_3,"",""
57,3,D,15,5,7,4,9,14,sgcA,ECK4291,JW4264,4_3,"",""
57,3,E,15,5,9,4,9,18,gntP,ECK4312,JW4284,4_3,"",""
57,3,F,15,5,11,4,9,22,fhuF,ECK4357,JW4331,4_3,"",""
57,3,G,15,5,13,4,9,26,creD,ECK4392,JW4363,4_3,"",""
57,3,H,15,5,15,4,9,30,ileS,ECK0027,JW0024,3_1,"",""
57,4,A,15,7,1,4,13,2,prfH,ECK0237,JW0226,4_3,"",""
57,4,B,15,7,3,4,13,6,queA,ECK0399,JW0395,4_3,"",""
57,4,C,15,7,5,4,13,10,tgt,ECK0400,JW0396,4_3,"",""
57,4,D,15,7,7,4,13,14,ppiB,ECK0518,JW0514,4_3,"",""
57,4,E,15,7,9,4,13,18,rimK,ECK0843,JW0836,4_3,"",""
57,4,F,15,7,11,4,13,22,rumB,ECK0850,JW0843,4_3,"",""
57,4,G,15,7,13,4,13,26,aat,ECK0876,JW0868,4_3,"",""
57,4,H,15,7,15,4,13,30,rmf,ECK0944,JW0936,4_3,"",""
57,5,A,15,9,1,4,17,2,rimJ,ECK1051,JW1053,4_3,"",""
57,5,B,15,9,3,4,17,6,rluC,ECK1071,JW1072,4_3,"",""
57,5,C,15,9,5,4,17,10,rpmF,ECK1075,JW1075,4_3,"",""
57,5,D,15,9,7,4,17,14,rimL,ECK1420,JW1423,4_3,"",""
57,5,E,15,9,9,4,17,18,sra,ECK1474,JW5962,4_3,"",""
57,5,F,15,9,11,4,17,22,rpmI,ECK1715,JW1707,4_3,"",""
57,5,G,15,9,13,4,17,26,selD,ECK1762,JW1753,4_3,"",""
57,5,H,15,9,15,4,17,30,rrmA,ECK1820,JW1811,4_3,"",""
57,6,A,15,11,1,4,21,2,rplY,ECK2179,JW2173,3_0,"",""
57,6,B,15,11,3,4,21,6,yfbG,ECK2248,JW2249,4_3,"",""
57,6,C,15,11,5,4,21,10,truA,ECK2312,JW2315,4_3,"",""
57,6,D,15,11,7,4,21,14,hyfB,ECK2478,JW2467,4_3,"",""
57,6,E,15,11,9,4,21,18,hyfD,ECK2480,JW2469,4_3,"",""
57,6,F,15,11,11,4,21,22,hyfE,ECK2481,JW2470,4_3,"",""
57,6,G,15,11,13,4,21,26,hyfF,ECK2482,JW2471,4_3,"",""
57,6,H,15,11,15,4,21,30,hyfG,ECK2483,JW2472,4_3,"",""
57,7,A,15,13,1,4,25,2,hyfH,ECK2484,JW2473,4_3,"",""
57,7,B,15,13,3,4,25,6,empty,empty,JW2474,1_1,"",""
57,7,C,15,13,5,4,25,10,fruA,ECK2160,JW2154,4_3,"",""
57,7,D,15,13,7,4,25,14,fruB,ECK2162,JW2156,4_3,"",""
57,7,E,15,13,9,4,25,18,yojI,ECK2203,JW2199,4_3,"",""
57,7,F,15,13,11,4,25,22,atoE,ECK2216,JW2217,4_3,"",""
57,7,G,15,13,13,4,25,26,hisP,ECK2300,JW2303,4_3,"",""
57,7,H,15,13,15,4,25,30,hisJ,ECK2303,JW2306,4_3,"",""
57,8,A,15,15,1,4,29,2,dsdX,ECK2361,JW2362,4_3,"",""
57,8,B,15,15,3,4,29,6,ypdD,ECK2379,JW2380,4_3,"",""
57,8,C,15,15,5,4,29,10,mntH,ECK2387,JW2388,4_3,"",""
57,8,D,15,15,7,4,29,14,nupC,ECK2388,JW2389,4_3,"",""
57,8,E,15,15,9,4,29,18,cysZ,ECK2408,JW2406,4_3,"",""
57,8,F,15,15,11,4,29,22,ptsH,ECK2410,JW2408,4_3,"",""
57,8,G,15,15,13,4,29,26,ptsI,ECK2411,JW2409,4_3,"",""
57,8,H,15,15,15,4,29,30,crr,ECK2412,JW2410,4_3,"",""
57,9,A,15,17,1,4,33,2,cysA,ECK2417,JW2415,4_3,"",""
57,9,B,15,17,3,4,33,6,cysU,ECK2419,JW2417,4_3,"",""
57,9,C,15,17,5,4,33,10,cysP,ECK2420,JW2418,4_3,"",""
57,9,D,15,17,7,4,33,14,acrD,ECK2465,JW2454,4_3,"",""
57,9,E,15,17,9,4,33,18,focB,ECK2488,JW2477,4_3,"",""
57,9,F,15,17,11,4,33,22,yfgO,ECK2489,JW2478,4_3,"",""
57,9,G,15,17,13,4,33,26,uraA,ECK2493,JW2482,4_3,"",""
57,9,H,15,17,15,4,33,30,yphD,ECK2543,JW2530,4_3,"",""
57,10,A,15,19,1,4,37,2,yphE,ECK2544,JW2531,4_3,"",""
57,10,B,15,19,3,4,37,6,gabP,ECK2657,JW2638,4_3,"",""
57,10,C,15,19,5,4,37,10,proV,ECK2671,JW2652,4_3,"",""
57,10,D,15,19,7,4,37,14,proW,ECK2672,JW2653,4_3,"",""
57,10,E,15,19,9,4,37,18,srlB,ECK2699,JW2673,4_3,"",""
57,10,F,15,19,11,4,37,22,ascF,ECK2710,JW5435,4_3,"",""
57,10,G,15,19,13,4,37,26,ygbN,ECK2735,JW2710,4_3,"",""
57,10,H,15,19,15,4,37,30,gudP,ECK2783,JW2760,4_3,"",""
57,11,A,15,21,1,4,41,2,sdaC,ECK2791,JW2767,4_3,"",""
57,11,B,15,21,3,4,41,6,fucP,ECK2796,JW2772,4_3,"",""
57,11,C,15,21,5,4,41,10,ptsP,ECK2825,JW2797,4_3,"",""
57,11,D,15,21,7,4,41,14,yqeG,ECK2843,JW2813,4_3,"",""
57,11,E,15,21,9,4,41,18,ygfO,ECK2878,JW2850,4_3,"",""
57,11,F,15,21,11,4,41,22,cmtA,ECK2928,JW2900,4_3,"",""
57,11,G,15,21,13,4,41,26,cmtB,ECK2929,JW2901,4_3,"",""
57,11,H,15,21,15,4,41,30,pitB,ECK2981,JW2955,4_3,"",""
57,12,A,15,23,1,4,45,2,exbD,ECK2998,JW2973,4_3,"",""
57,12,B,15,23,3,4,45,6,exbB,ECK2999,JW2974,4_3,"",""
57,12,C,15,23,5,4,45,10,exuT,ECK3084,JW3064,4_3,"",""
57,12,D,15,23,7,4,45,14,kbaZ,ECK3120,JW3101,4_3,"",""
57,12,E,15,23,9,4,45,18,agaS,ECK3124,JW3105,4_3,"",""
57,12,F,15,23,11,4,45,22,kbaY,ECK3125,JW3106,4_3,"",""
57,12,G,15,23,13,4,45,26,agaB,ECK3126,JW3107,4_3,"",""
57,12,H,15,23,15,4,45,30,agaC,ECK3127,JW3108,4_3,"",""
58,1,A,16,1,1,4,2,2,malF,ECK4025,JW3993,4_3,"",""
58,1,B,16,1,3,4,2,6,malE,ECK4026,JW3994,4_3,"",""
58,1,C,16,1,5,4,2,10,malK,ECK4027,JW3995,4_3,"",""
58,1,D,16,1,7,4,2,14,gltP,ECK4070,JW4038,4_3,"",""
58,1,E,16,1,9,4,2,18,alsC,ECK4079,JW4047,4_3,"",""
58,1,F,16,1,11,4,2,22,alsB,ECK4081,JW4049,4_3,"",""
58,1,G,16,1,13,4,2,26,phnD,ECK4098,JW4066,4_3,"",""
58,1,H,16,1,15,4,2,30,phnC,ECK4099,JW4067,4_3,"",""
58,2,A,16,3,1,4,6,2,proP,ECK4104,JW4072,4_3,"",""
58,2,B,16,3,3,4,6,6,melB,ECK4113,JW4081,4_3,"",""
58,2,C,16,3,5,4,6,10,dcuB,ECK4116,JW4084,4_3,"",""
58,2,D,16,3,7,4,6,14,cadB,ECK4126,JW4093,4_3,"",""
58,2,E,16,3,9,4,6,18,cycA,ECK4204,JW4166,4_3,"",""
58,2,F,16,3,11,4,6,22,ytfF,ECK4206,JW4168,4_3,"",""
58,2,G,16,3,13,4,6,26,treB,ECK4235,JW4199,4_3,"",""
58,2,H,16,3,15,4,6,30,mgtA,ECK4237,JW4201,4_3,"",""
58,3,A,16,5,1,4,10,2,fecE,ECK4277,JW4247,4_3,"",""
58,3,B,16,5,3,4,10,6,fecC,ECK4279,JW4249,4_3,"",""
58,3,C,16,5,5,4,10,10,fecA,ECK4281,JW4251,4_3,"",""
58,3,D,16,5,7,4,10,14,sgcA,ECK4291,JW4264,4_3,"",""
58,3,E,16,5,9,4,10,18,gntP,ECK4312,JW4284,4_3,"",""
58,3,F,16,5,11,4,10,22,fhuF,ECK4357,JW4331,4_3,"",""
58,3,G,16,5,13,4,10,26,creD,ECK4392,JW4363,4_3,"",""
58,3,H,16,5,15,4,10,30,ileS,ECK0027,JW0024,3_1,"",""
58,4,A,16,7,1,4,14,2,prfH,ECK0237,JW0226,4_3,"",""
58,4,B,16,7,3,4,14,6,queA,ECK0399,JW0395,4_3,"",""
58,4,C,16,7,5,4,14,10,tgt,ECK0400,JW0396,4_3,"",""
58,4,D,16,7,7,4,14,14,ppiB,ECK0518,JW0514,4_3,"",""
58,4,E,16,7,9,4,14,18,rimK,ECK0843,JW0836,4_3,"",""
58,4,F,16,7,11,4,14,22,rumB,ECK0850,JW0843,4_3,"",""
58,4,G,16,7,13,4,14,26,aat,ECK0876,JW0868,4_3,"",""
58,4,H,16,7,15,4,14,30,rmf,ECK0944,JW0936,4_3,"",""
58,5,A,16,9,1,4,18,2,rimJ,ECK1051,JW1053,4_3,"",""
58,5,B,16,9,3,4,18,6,rluC,ECK1071,JW1072,4_3,"",""
58,5,C,16,9,5,4,18,10,rpmF,ECK1075,JW1075,4_3,"",""
58,5,D,16,9,7,4,18,14,rimL,ECK1420,JW1423,4_3,"",""
58,5,E,16,9,9,4,18,18,sra,ECK1474,JW5962,4_3,"",""
58,5,F,16,9,11,4,18,22,rpmI,ECK1715,JW1707,4_3,"",""
58,5,G,16,9,13,4,18,26,selD,ECK1762,JW1753,4_3,"",""
58,5,H,16,9,15,4,18,30,rrmA,ECK1820,JW1811,4_3,"",""
58,6,A,16,11,1,4,22,2,rplY,ECK2179,JW2173,3_0,"",""
58,6,B,16,11,3,4,22,6,yfbG,ECK2248,JW2249,4_3,"",""
58,6,C,16,11,5,4,22,10,truA,ECK2312,JW2315,4_3,"",""
58,6,D,16,11,7,4,22,14,hyfB,ECK2478,JW2467,4_3,"",""
58,6,E,16,11,9,4,22,18,hyfD,ECK2480,JW2469,4_3,"",""
58,6,F,16,11,11,4,22,22,hyfE,ECK2481,JW2470,4_3,"",""
58,6,G,16,11,13,4,22,26,hyfF,ECK2482,JW2471,4_3,"",""
58,6,H,16,11,15,4,22,30,hyfG,ECK2483,JW2472,4_3,"",""
58,7,A,16,13,1,4,26,2,hyfH,ECK2484,JW2473,4_3,"",""
58,7,B,16,13,3,4,26,6,empty,empty,JW2474,1_1,"",""
58,7,C,16,13,5,4,26,10,fruA,ECK2160,JW2154,4_3,"",""
58,7,D,16,13,7,4,26,14,fruB,ECK2162,JW2156,4_3,"",""
58,7,E,16,13,9,4,26,18,yojI,ECK2203,JW2199,4_3,"",""
58,7,F,16,13,11,4,26,22,atoE,ECK2216,JW2217,4_3,"",""
58,7,G,16,13,13,4,26,26,hisP,ECK2300,JW2303,4_3,"",""
58,7,H,16,13,15,4,26,30,hisJ,ECK2303,JW2306,4_3,"",""
58,8,A,16,15,1,4,30,2,dsdX,ECK2361,JW2362,4_3,"",""
58,8,B,16,15,3,4,30,6,ypdD,ECK2379,JW2380,4_3,"",""
58,8,C,16,15,5,4,30,10,mntH,ECK2387,JW2388,4_3,"",""
58,8,D,16,15,7,4,30,14,nupC,ECK2388,JW2389,4_3,"",""
58,8,E,16,15,9,4,30,18,cysZ,ECK2408,JW2406,4_3,"",""
58,8,F,16,15,11,4,30,22,ptsH,ECK2410,JW2408,4_3,"",""
58,8,G,16,15,13,4,30,26,ptsI,ECK2411,JW2409,4_3,"",""
58,8,H,16,15,15,4,30,30,crr,ECK2412,JW2410,4_3,"",""
58,9,A,16,17,1,4,34,2,cysA,ECK2417,JW2415,4_3,"",""
58,9,B,16,17,3,4,34,6,cysU,ECK2419,JW2417,5_0,"",""
58,9,C,16,17,5,4,34,10,cysP,ECK2420,JW2418,4_3,"",""
58,9,D,16,17,7,4,34,14,acrD,ECK2465,JW2454,4_3,"",""
58,9,E,16,17,9,4,34,18,focB,ECK2488,JW2477,4_3,"",""
58,9,F,16,17,11,4,34,22,yfgO,ECK2489,JW2478,4_3,"",""
58,9,G,16,17,13,4,34,26,uraA,ECK2493,JW2482,4_3,"",""
58,9,H,16,17,15,4,34,30,yphD,ECK2543,JW2530,4_3,"",""
58,10,A,16,19,1,4,38,2,yphE,ECK2544,JW2531,4_3,"",""
58,10,B,16,19,3,4,38,6,gabP,ECK2657,JW2638,4_3,"",""
58,10,C,16,19,5,4,38,10,proV,ECK2671,JW2652,4_3,"",""
58,10,D,16,19,7,4,38,14,proW,ECK2672,JW2653,4_3,"",""
58,10,E,16,19,9,4,38,18,srlB,ECK2699,JW2673,4_3,"",""
58,10,F,16,19,11,4,38,22,ascF,ECK2710,JW5435,4_3,"",""
58,10,G,16,19,13,4,38,26,ygbN,ECK2735,JW2710,4_3,"",""
58,10,H,16,19,15,4,38,30,gudP,ECK2783,JW2760,4_3,"",""
58,11,A,16,21,1,4,42,2,sdaC,ECK2791,JW2767,4_3,"",""
58,11,B,16,21,3,4,42,6,fucP,ECK2796,JW2772,4_3,"",""
58,11,C,16,21,5,4,42,10,ptsP,ECK2825,JW2797,4_3,"",""
